	L1_CD103	L2_CD103	L3_CD103	L1_DP	L2_DP	L3_DP	L1_DN	L2_DN	L3_DN	L1_CD49a	L2_CD49a	L3_CD49a
1700045I11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700046C09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700047A11Rik	0	0	0	0	2	0	0	0	1	0	0	1
1700047E10Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700047F07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700047G03Rik	0	2	2	4	2	0	0	2	7	1	3	4
1700047G07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700047I17Rik2	0	0	0	0	0	0	0	0	0	0	0	0
1700047K16Rik	16	25	36	38	15	32	11	19	16	15	3	16
1700047L14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700047M11Rik	0	1	5	4	0	4	2	0	0	9	1	0
1700047N06Rik	0	0	0	2	0	0	0	0	0	0	0	3
1700047O18Rik	0	0	0	0	0	1	0	0	0	3	0	0
1700048F04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700048M11Rik	14	1	4	4	5	1	0	5	6	3	1	0
1700048O20Rik	6	13	2	32	8	7	8	4	3	20	13	29
1700048P04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700049E15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700049E17Rik1	0	0	0	0	0	0	0	0	0	0	0	0
1700049E17Rik2	0	0	0	0	0	0	0	0	0	0	0	0
1700049E22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700049L16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700051A21Rik	0	0	0	2	0	0	0	0	0	0	0	0
1700051K13Rik	0	0	0	0	0	0	0	0	0	0	0	4
1700051O22Rik	0	0	3	1	2	2	0	1	1	4	1	1
1700052H01Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700052I22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700052K11Rik	182	201	225	196	162	156	210	271	215	135	147	233
1700054A03Rik	0	1	0	0	0	0	0	0	0	0	0	0
1700054K02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700054K19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700054M17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700054O05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700054O19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700055C04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700055D18Rik	18	3	10	9	8	22	26	42	15	17	3	20
1700056E22Rik	181	105	239	50	47	40	113	146	145	33	42	44
1700056N10Rik	43	49	160	94	56	59	63	50	59	40	57	56
1700057G04Rik	0	0	0	0	4	0	0	0	0	1	0	0
1700057H15Rik	6	0	0	0	0	0	0	0	0	0	0	0
1700057H21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700058P15Rik	23	34	34	31	17	23	29	42	35	28	11	13
1700060C16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700060C20Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700060J05Rik	0	2	0	2	4	0	0	0	0	0	3	1
1700060O08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700061E17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700061E18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700061F12Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700061G19Rik	33	61	83	7	16	13	35	35	28	9	13	11
1700061H18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700061I17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700061J23Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700061N14Rik	2	0	0	0	0	0	0	0	0	0	0	0
1700062C10Rik	91	165	188	0	3	7	29	69	17	1	0	0
1700063A18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700063D05Rik	0	0	0	0	0	0	1	2	0	0	0	0
1700063H04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700063H06Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700063I16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700063J08Rik	8	1	5	2	8	2	3	12	3	12	1	3
1700063K16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700063O14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700064H15Rik	3	3	2	1	1	4	1	1	2	1	1	3
1700064J06Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700064M15Rik	0	0	0	1	0	0	1	0	0	0	1	0
1700065D16Rik	5	7	1	0	1	1	8	13	11	3	7	11
1700065I16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700065J11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700065J18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700065L07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700065O20Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700066B17Rik	2	1	3	0	1	0	1	2	2	0	0	0
1700066B19Rik	20	56	21	20	28	12	15	22	13	21	16	14
1700066C05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700066J03Rik	0	0	0	1	0	0	0	0	0	0	0	0
1700066M21Rik	135	103	84	233	299	218	115	203	155	280	254	225
1700066N21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700066O22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700067G17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700067K01Rik	5	9	9	8	4	3	3	2	0	6	1	6
1700067P10Rik	0	0	0	0	0	0	0	1	0	2	0	0
1700069B07Rik	18	23	13	19	4	5	9	6	8	8	11	15
1700069L16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700069P05Rik	0	0	0	0	0	0	0	1	0	0	0	0
1700071G01Rik	0	0	4	0	0	0	0	1	0	0	0	0
1700071K01Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700071M16Rik	7	1	0	20	0	0	2	0	0	21	2	0
1700072B07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700072G22Rik	0	1	0	2	0	4	3	1	0	3	0	2
1700072O05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700073E17Rik	0	0	0	0	0	0	0	0	0	1	0	10
1700074A21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700074H08Rik	0	0	0	0	0	3	0	0	0	0	0	0
1700074P13Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700080G11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700080N15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700080O16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700081B01Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700081H04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700081N11Rik	2	6	4	1	2	2	2	2	2	2	1	3
1700082M22Rik	3	0	1	0	0	0	0	0	0	1	1	0
1700083H02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700084C06Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700084D21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700084E18Rik	22	34	24	20	16	22	16	10	24	15	19	33
1700084F23Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700084J12Rik	2	2	3	0	0	0	0	0	0	0	0	0
1700084M14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700085C21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700085D07Rik	0	1	0	0	0	0	0	0	0	0	0	0
1700086D15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700086L19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700086O06Rik	27	14	11	20	16	27	14	22	6	14	36	44
1700086P04Rik	0	0	0	0	0	1	0	0	0	1	0	0
1700087I21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700087M22Rik	0	0	0	0	0	0	0	1	0	0	0	0
1700088E04Rik	6	0	16	15	20	14	10	3	3	13	9	12
1700091H14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700092C02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700092C10Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700092C17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700092E16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700092E19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700092K14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700092M07Rik	9	40	13	9	14	4	10	18	8	11	9	6
1700093J21Rik	0	0	3	1	0	0	0	1	0	0	5	0
1700093K21Rik	4	0	1	0	0	0	0	0	0	0	0	0
1700094J05Rik	0	0	0	0	0	0	1	0	0	0	0	0
1700094M23Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700094M24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700095A13Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700095A21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700095B10Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700095J03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700095J07Rik	0	0	1	0	0	0	0	0	0	0	0	0
1700095J12Rik	0	3	4	0	4	5	1	1	1	0	0	5
1700095K22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700096J18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700096K18Rik	104	111	142	136	76	94	93	71	88	127	105	160
1700097M23Rik	0	0	0	0	0	0	1	0	0	1	0	0
1700097N02Rik	85	102	96	80	73	61	147	163	72	86	81	101
1700099I09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700100I10Rik	0	0	0	0	0	0	0	1	0	0	0	0
1700100L14Rik	0	0	4	0	0	0	0	0	0	0	4	0
1700101I11Rik	1	2	1	1	8	7	6	2	5	8	3	1
1700101I19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700101O22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700102F20Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700102H20Rik	11	6	18	15	15	12	8	9	11	8	16	9
1700102P08Rik	120	94	41	58	87	30	64	102	29	68	56	31
1700104B16Rik	0	0	0	1	0	0	0	0	0	0	0	0
1700104L18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700105G05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700105P06Rik	0	2	4	4	3	3	1	8	2	0	1	0
1700106O07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700108F19Rik	0	0	0	0	0	0	0	0	4	2	0	0
1700108J01Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700108N06Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700108N11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700109G14Rik	1	0	0	2	0	0	0	0	0	1	1	0
1700109G15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700109H08Rik	144	106	226	288	426	471	133	128	130	302	221	259
1700109I08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700109K24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700110C19Rik	0	0	0	2	0	0	0	0	0	0	0	0
1700110I01Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700110I07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700110K17Rik	0	0	0	0	0	0	1	0	0	0	0	0
1700111E14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700111N16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700112D23Rik	2	0	2	2	0	0	0	0	1	4	1	1
1700112H15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700112J05Rik	0	0	0	0	0	1	0	0	0	0	0	0
1700112J16Rik	3	0	0	0	0	3	0	0	1	1	1	0
1700112K13Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700112L15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700112M02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700113A16Rik	33	27	59	21	16	7	50	30	29	21	39	25
1700113B09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700113B19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700113H08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700116B05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700116H05Rik	0	0	0	0	0	0	0	7	0	0	0	0
1700119H24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700119I11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700120B22Rik	0	0	0	0	0	1	1	0	0	1	0	0
1700120C14Rik	50	24	37	19	32	34	55	60	44	44	34	42
1700120C18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700120E14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700120G07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700120G11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700120K04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700120O09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700121C08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700121L03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700121L16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700121N20Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700122C19Rik	0	0	0	0	0	0	1	0	0	0	1	0
1700122D07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700122E12Rik	2	1	5	1	4	0	7	6	7	3	0	3
1700122H20Rik	0	0	0	2	0	0	0	0	0	0	0	3
1700122O11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700123J17Rik	0	2	0	0	0	0	2	4	1	0	0	0
1700123K08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700123L14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700123M08Rik	12	20	18	15	3	9	5	27	11	25	5	8
1700123O12Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700123O20Rik	1352	1467	1284	1546	1105	1100	1532	1359	1434	1544	1514	1477
1700123O21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700124L16Rik	1	0	0	0	0	1	1	4	0	0	1	2
1700124M09Rik	0	0	2	0	1	0	0	0	1	1	2	0
1700125G02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700125G22Rik	0	0	7	0	0	0	0	0	0	0	0	0
1700125H03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700125H20Rik	0	0	0	0	0	0	0	0	1	0	1	0
1700126A01Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700126G02Rik	2	5	3	1	0	4	1	11	4	0	0	1
1700126H18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700127F24Rik	0	1	0	0	0	1	0	0	0	0	0	0
1700128A07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700128E19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700128F08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700128I11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700129C05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700129L04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810006J02Rik	118	161	126	65	41	45	185	203	171	78	145	92
1810007C17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810007D17Rik	0	0	0	0	0	0	0	0	0	1	0	0
1810008B01Rik	0	2	0	0	1	0	0	0	0	0	0	0
1810008I18Rik	4	0	0	0	0	0	0	0	0	0	0	0
1810009A15Rik	13	13	8	21	13	14	8	29	18	24	19	12
1810009J06Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810010D01Rik	5	10	12	4	9	10	1	0	3	0	0	0
1810010H24Rik	65	10	35	17	14	4	26	26	3	20	9	17
1810010K12Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810012K08Rik	0	1	1	1	0	0	2	3	0	0	1	0
1810012K16Rik	27	17	15	11	13	5	27	31	7	8	11	29
1810013D15Rik	0	0	1	0	0	0	0	0	0	0	0	0
1810013L24Rik	1392	1181	1362	1976	1712	1585	1243	1404	1318	1066	1593	1706
1810014B01Rik	90	92	62	85	81	62	88	72	53	95	99	56
1810014P07Rik	0	0	0	0	0	1	0	0	0	0	0	0
1810017P11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810018F18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810019D21Rik	3	1	1	4	7	1	8	0	7	0	0	4
1810019N24Rik	28	9	3	9	1	3	11	9	1	2	10	2
1810020O05Rik	0	4	1	0	0	0	0	0	0	0	0	0
1810021B22Rik	22	17	7	11	5	3	14	17	11	9	6	16
1810022K09Rik	705	775	813	722	667	558	788	738	663	609	575	609
1810024B03Rik	67	55	93	54	51	54	73	69	43	51	31	70
1810026B05Rik	5866	5867	7850	3647	3234	3785	5050	5483	5589	3053	2723	3236
1810028F09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810030O07Rik	1955	1832	1552	2303	1983	1537	2047	2225	1431	2194	2311	2097
1810032O08Rik	555	492	574	310	232	205	521	545	538	319	322	225
1810034E14Rik	722	633	381	358	248	213	549	327	392	305	441	298
1810037I17Rik	1130	1360	943	2066	1568	1269	1308	1134	1022	1603	1842	1836
1810041H14Rik	518	432	547	63	58	57	522	405	492	91	81	78
1810043G02Rik	319	243	343	561	416	376	385	283	307	354	364	387
1810044D09Rik	26	18	19	27	17	12	25	18	22	17	7	24
1810044K17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810046K07Rik	0	1	0	0	0	0	0	0	0	0	4	0
1810049I09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810049J17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810053B23Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810055G02Rik	265	119	205	450	357	349	267	114	211	371	326	488
1810058I24Rik	1806	1502	1327	2186	1675	1311	1860	1464	1235	1897	1902	1721
1810059C17Rik	11	0	2	0	0	0	2	0	0	2	1	0
1810059H22Rik	0	7	0	1	0	5	48	37	0	1	1	1
1810062G17Rik	36	15	19	25	31	40	35	33	13	24	23	33
1810062O18Rik	25	37	35	25	29	27	33	39	27	24	19	32
1810063I02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810064F22Rik	0	0	0	0	0	0	0	1	0	0	0	0
1810065E05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810073O08Rik	10	3	23	0	6	5	4	1	11	8	4	0
2010001A14Rik	66	31	54	27	18	17	32	40	32	28	21	12
2010001K21Rik	1	0	0	3	0	2	0	2	2	0	4	2
2010001M07Rik	0	0	0	0	0	0	0	0	0	0	0	0
2010003K11Rik	0	0	0	0	0	0	0	0	0	0	0	0
2010007H06Rik	8	8	1	0	0	0	0	0	1	3	0	0
2010008C14Rik	35	45	21	111	101	53	58	65	29	81	134	63
2010009K17Rik	1	4	0	6	0	2	0	0	0	1	1	2
2010010A06Rik	3	2	0	1	2	0	0	2	0	1	2	0
2010013B24Rik	1	6	3	3	0	0	5	0	1	0	3	0
2010015M23Rik	16	18	17	15	19	9	15	23	11	14	9	4
2010016I18Rik	185	245	157	200	237	231	239	336	199	251	136	185
2010103J01Rik	1	1	1	0	2	1	1	0	0	0	0	0
2010106C02Rik	0	0	0	0	0	0	0	0	0	0	0	0
2010106E10Rik	0	0	0	0	0	0	0	0	0	0	0	0
2010106G04Rik	1	4	0	7	0	7	1	2	1	1	1	1
2010109A12Rik	13	13	57	28	31	29	29	38	32	27	6	17
2010109P13Rik	0	0	0	0	0	0	0	0	0	0	0	0
2010110E17Rik	0	0	5	1	5	0	0	0	7	1	0	2
2010110G14Rik	0	0	0	0	0	0	0	3	0	0	0	0
2010110K18Rik	0	7	2	8	3	0	0	2	4	2	4	7
2010203P06Rik	0	0	0	0	0	0	0	0	0	0	0	0
2010204K13Rik	69	48	39	8	12	9	69	36	42	9	13	17
2010300C02Rik	57	65	96	146	129	65	132	230	101	58	95	81
2010300F17Rik	102	75	198	88	103	108	74	144	68	173	54	80
2010308F09Rik	0	0	0	0	0	0	0	0	0	0	0	0
2010309G21Rik	0	0	0	0	2	0	0	1	0	0	0	0
2010310C07Rik	0	4	0	7	13	0	0	3	2	11	0	9
2010315B03Rik	401	255	238	508	346	323	485	202	247	355	317	410
2010320M18Rik	120	123	87	98	72	27	102	83	62	82	74	59
2010320O07Rik	0	0	0	0	0	0	0	0	0	0	0	0
2200002A13Rik	0	0	0	0	1	0	0	0	1	1	0	2
2200002D01Rik	19	33	7	16	19	21	34	29	33	26	16	3
2200002J24Rik	0	0	0	0	0	0	0	0	0	0	0	0
2200007N16Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210008F06Rik	2	2	3	1	6	0	0	4	5	0	0	0
2210009P08Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210010C04Rik	0	0	0	2	2	0	9	21	0	0	1	3
2210011C24Rik	4	6	4	172	172	72	14	14	18	105	87	63
2210011K15Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210016F16Rik	1835	2288	1679	1999	1590	1191	1863	2400	1497	1752	1928	1705
2210016L21Rik	888	1080	846	850	843	487	919	1024	551	712	795	668
2210017I01Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210020O09Rik	0	3	2	1	5	6	3	0	6	7	4	3
2210039B01Rik	0	0	0	3	1	1	0	0	0	1	2	0
2210404E10Rik	0	0	0	0	0	0	0	0	1	0	0	0
2210406H18Rik	7	3	2	16	1	0	0	6	0	0	0	0
2210406O10Rik	19	10	21	4	2	3	5	4	8	7	6	6
2210407C18Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210408F21Rik	7	0	0	22	2	5	8	0	0	14	9	5
2210408I21Rik	24	21	18	17	44	35	20	13	7	23	8	39
2210409D07Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210409E12Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210411M09Rik	4	4	0	7	3	5	0	1	1	2	2	3
2210412B16Rik	0	0	0	0	0	1	0	0	0	0	0	0
2210414B05Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210414F02Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210417A02Rik	1	1	0	3	4	4	1	0	0	2	2	2
2210418O10Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210420H20Rik	0	0	0	0	0	0	0	0	0	0	0	0
2300002M23Rik	0	0	0	0	4	0	0	0	2	0	0	6
2300003K06Rik	0	0	0	0	0	0	0	0	0	0	0	0
2300009A05Rik	172	146	133	188	142	142	179	138	133	185	167	176
2310001H17Rik	465	393	318	799	657	518	537	589	316	871	697	745
2310001K20Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310001K24Rik	3	3	7	5	2	3	3	3	2	3	0	0
2310002D06Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310002F09Rik	4	13	0	13	6	16	9	1	1	14	6	16
2310002L09Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310003L06Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310003N18Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310005A03Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310005E17Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310008N11Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310009A05Rik	209	297	140	167	99	100	215	277	145	145	224	140
2310009B15Rik	121	156	131	81	61	63	91	131	82	74	59	64
2310010J17Rik	45	47	55	43	37	26	73	46	49	37	41	42
2310011J03Rik	1480	1362	1176	1819	1287	1106	1599	1741	1016	1433	1458	1489
2310014F06Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310015A10Rik	54	58	91	70	47	32	86	86	42	65	80	109
2310015D24Rik	0	0	0	0	2	0	0	0	0	0	0	0
2310015K22Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310016D03Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310016D23Rik	3	2	8	7	6	7	6	6	5	4	1	2
2310016G11Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310020H05Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310022A10Rik	1408	1300	881	1139	1084	866	1051	1156	863	1067	1107	967
2310022B05Rik	262	205	175	349	209	239	292	255	174	309	396	333
2310026I22Rik	5	4	8	9	3	6	12	3	6	5	6	8
2310026L22Rik	60	7	24	40	24	25	26	11	27	44	16	23
2310030A07Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310030G06Rik	1	0	0	4	2	0	5	0	0	6	2	0
2310031A07Rik	3	1	2	29	36	22	10	8	7	39	28	27
2310033P09Rik	539	643	648	621	475	404	492	497	448	468	342	453
2310034C09Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310034G01Rik	3	1	0	1	2	1	5	3	2	4	13	7
2310034O05Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310039H08Rik	460	501	383	401	279	280	462	450	394	430	403	442
2310039L15Rik	0	0	0	0	0	0	0	1	0	0	0	0
2310040G07Rik	0	0	3	5	0	0	4	4	3	1	0	2
2310040G24Rik	5	5	1	2	0	0	0	8	1	1	6	1
2310043L19Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310043M15Rik	7	4	16	7	9	22	7	4	3	6	6	8
2310043O21Rik	0	0	0	0	0	0	0	0	0	0	0	1
2310043P16Rik	136	89	125	108	101	135	129	145	125	84	111	60
2310044K18Rik	1	0	3	4	0	1	2	2	2	3	6	0
2310046K23Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310047D07Rik	1	0	0	14	8	6	0	0	3	6	9	0
2310050C09Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310057J18Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310057M21Rik	687	637	555	709	635	437	684	749	447	629	600	575
2310057N15Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310058D17Rik	31	39	30	36	22	23	25	32	24	24	12	16
2310061I04Rik	568	501	569	525	515	303	541	463	475	425	488	384
2310061N02Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310065F04Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310067P03Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310068J16Rik	24	23	33	20	18	15	15	16	14	4	10	28
2310069B03Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310074N15Rik	10	5	10	0	0	0	0	2	2	7	7	2
2310075C17Rik	0	0	0	0	0	0	9	31	0	0	0	0
2310079G19Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310081O03Rik	0	0	0	0	0	0	0	0	0	1	0	0
2400006E01Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410002F23Rik	4848	3741	4782	2729	2541	2612	4379	3309	4389	3353	1981	2233
2410003I16Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410003L11Rik	0	4	0	2	7	8	0	8	4	3	7	8
2410004B18Rik	1296	1027	1287	807	534	647	1159	1006	1016	856	681	756
2410004I01Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410004P03Rik	32	9	18	115	46	59	32	14	11	40	31	35
2410006H16Rik	1206	1176	1460	1384	1124	883	1190	1101	1066	889	1266	1387
2410012E07Rik	0	0	0	0	0	0	0	4	0	0	0	0
2410017I17Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410018L13Rik	3	0	0	8	2	13	5	1	5	6	6	4
2410021H03Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410022M11Rik	104	82	94	153	78	97	86	92	89	118	81	118
2410024N13Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410080I02Rik	0	1	0	1	0	1	0	0	0	1	0	1
2410124H12Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410131K14Rik	498	849	596	638	542	484	722	620	442	701	518	663
2410137M14Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410141K09Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410152P15Rik	0	0	0	0	1	0	0	0	0	0	0	0
2500002B13Rik	41	21	5	29	21	21	45	9	23	18	26	13
